20220519,"2022-05-19",2022,5,"May",19,"Thu",4,20,true,false,false
20220520,"2022-05-20",2022,5,"May",20,"Fri",5,20,true,false,false
20220521,"2022-05-21",2022,5,"May",21,"Sat",6,20,true,false,false
20220522,"2022-05-22",2022,5,"May",22,"Sun",0,20,true,false,false
20220523,"2022-05-23",2022,5,"May",23,"Mon",1,21,false,true,false
20220524,"2022-05-24",2022,5,"May",24,"Tue",2,21,true,false,false
20220525,"2022-05-25",2022,5,"May",25,"Wed",3,21,true,false,false
20220526,"2022-05-26",2022,5,"May",26,"Thu",4,21,true,false,false
20220527,"2022-05-27",2022,5,"May",27,"Fri",5,21,true,false,false
20220528,"2022-05-28",2022,5,"May",28,"Sat",6,21,true,false,false
20220529,"2022-05-29",2022,5,"May",29,"Sun",0,21,true,false,false
20220530,"2022-05-30",2022,5,"May",30,"Mon",1,22,false,true,false
20220531,"2022-05-31",2022,5,"May",31,"Tue",2,22,true,false,false
20220601,"2022-06-01",2022,6,"Jun",1,"Wed",3,22,true,false,false
20220602,"2022-06-02",2022,6,"Jun",2,"Thu",4,22,true,false,false
20220603,"2022-06-03",2022,6,"Jun",3,"Fri",5,22,true,false,false
20220604,"2022-06-04",2022,6,"Jun",4,"Sat",6,22,true,false,false
20220605,"2022-06-05",2022,6,"Jun",5,"Sun",0,22,true,false,false
20220606,"2022-06-06",2022,6,"Jun",6,"Mon",1,23,false,true,false
20220607,"2022-06-07",2022,6,"Jun",7,"Tue",2,23,true,false,false
20220608,"2022-06-08",2022,6,"Jun",8,"Wed",3,23,true,false,false
20220609,"2022-06-09",2022,6,"Jun",9,"Thu",4,23,true,false,false
20220610,"2022-06-10",2022,6,"Jun",10,"Fri",5,23,true,false,false
20220611,"2022-06-11",2022,6,"Jun",11,"Sat",6,23,true,false,false
20220612,"2022-06-12",2022,6,"Jun",12,"Sun",0,23,true,false,false
20220613,"2022-06-13",2022,6,"Jun",13,"Mon",1,24,false,true,false
20220614,"2022-06-14",2022,6,"Jun",14,"Tue",2,24,true,false,false
20220615,"2022-06-15",2022,6,"Jun",15,"Wed",3,24,true,false,false
20220616,"2022-06-16",2022,6,"Jun",16,"Thu",4,24,true,false,false
20220617,"2022-06-17",2022,6,"Jun",17,"Fri",5,24,true,false,false
20220618,"2022-06-18",2022,6,"Jun",18,"Sat",6,24,true,false,false
20220619,"2022-06-19",2022,6,"Jun",19,"Sun",0,24,true,false,false
20220620,"2022-06-20",2022,6,"Jun",20,"Mon",1,25,false,true,false
20220621,"2022-06-21",2022,6,"Jun",21,"Tue",2,25,true,false,false
20220622,"2022-06-22",2022,6,"Jun",22,"Wed",3,25,true,false,false
20220623,"2022-06-23",2022,6,"Jun",23,"Thu",4,25,true,false,false
20220624,"2022-06-24",2022,6,"Jun",24,"Fri",5,25,true,false,false
20220625,"2022-06-25",2022,6,"Jun",25,"Sat",6,25,true,false,false
20220626,"2022-06-26",2022,6,"Jun",26,"Sun",0,25,true,false,false
20220627,"2022-06-27",2022,6,"Jun",27,"Mon",1,26,false,true,false
20220628,"2022-06-28",2022,6,"Jun",28,"Tue",2,26,true,false,false
20220629,"2022-06-29",2022,6,"Jun",29,"Wed",3,26,true,false,false
20220630,"2022-06-30",2022,6,"Jun",30,"Thu",4,26,true,false,false
20220701,"2022-07-01",2022,7,"Jul",1,"Fri",5,26,true,false,false
20220702,"2022-07-02",2022,7,"Jul",2,"Sat",6,26,true,false,false
